Id,date,TotalSteps,Calories,SedentaryMinutes,VeryActiveMinutes,LightlyActiveMinutes,TotalMinutesAsleep,AvgHR,MaxHR,MinHR,HRCount,weekday,zero_step_high_cal,valid_row,steps_bucket
6962181067,2016-05-05,10524,2066,591,14,305,467.0,76.6,128.0,54.0,7761.0,Thursday,False,True,>10k
6962181067,2016-05-06,5908,1850,717,0,299,443.0,72.3,114.0,52.0,9026.0,Friday,False,True,5k-10k
6962181067,2016-05-07,6815,1947,745,0,328,298.0,77.0,125.0,57.0,8543.0,Saturday,False,True,5k-10k
6962181067,2016-05-08,4188,1659,709,0,151,541.0,75.0,116.0,54.0,7235.0,Sunday,False,True,<5k
6962181067,2016-05-09,12342,2105,607,43,231,489.0,77.0,181.0,56.0,8566.0,Monday,False,True,>10k
6962181067,2016-05-10,15448,2361,626,62,275,469.0,83.3,184.0,57.0,9066.0,Tuesday,False,True,>10k
6962181067,2016-05-11,6722,1855,709,24,199,452.0,79.3,145.0,53.0,9114.0,Wednesday,False,True,5k-10k
6962181067,2016-05-12,3587,928,127,0,105,516.0,75.7,117.0,60.0,4123.0,Thursday,False,True,<5k
7007744171,2016-04-12,14172,2937,1024,53,355,,96.4,151.0,70.0,5506.0,Tuesday,False,True,>10k
7007744171,2016-04-13,12862,2742,1101,56,261,,93.0,144.0,70.0,5936.0,Wednesday,False,True,>10k
7007744171,2016-04-14,11179,2668,1096,34,304,,92.3,132.0,54.0,5982.0,Thursday,False,True,>10k
7007744171,2016-04-15,5273,2098,1238,0,202,,84.8,128.0,60.0,4249.0,Friday,False,True,5k-10k
7007744171,2016-04-16,4631,2076,1155,0,203,79.0,80.0,129.0,61.0,5640.0,Saturday,False,True,<5k
7007744171,2016-04-17,8059,2383,1135,0,305,,86.0,127.0,63.0,5369.0,Sunday,False,True,5k-10k
7007744171,2016-04-18,14816,2832,1077,48,284,,93.2,139.0,65.0,6137.0,Monday,False,True,>10k
7007744171,2016-04-19,14194,2812,1066,53,304,,94.4,138.0,67.0,5737.0,Tuesday,False,True,>10k
7007744171,2016-04-20,15566,3096,1000,60,347,,96.8,151.0,70.0,5886.0,Wednesday,False,True,>10k
7007744171,2016-04-21,13744,2763,1049,30,327,,92.2,136.0,64.0,5820.0,Thursday,False,True,>10k
7007744171,2016-04-22,15299,2889,1065,64,261,,93.9,156.0,57.0,5825.0,Friday,False,True,>10k
7007744171,2016-04-23,8093,2284,1190,2,223,,93.3,135.0,66.0,3034.0,Saturday,False,True,5k-10k
7007744171,2016-04-24,11085,2667,1021,0,419,,95.2,122.0,66.0,4138.0,Sunday,False,True,>10k
7007744171,2016-04-25,18229,3055,986,51,379,,94.6,137.0,60.0,6193.0,Monday,False,True,>10k
7007744171,2016-04-26,15090,2939,978,16,424,,90.7,143.0,63.0,7129.0,Tuesday,False,True,>10k
7007744171,2016-04-27,13541,2830,1041,50,337,,95.2,137.0,71.0,5761.0,Wednesday,False,True,>10k
7007744171,2016-04-28,15128,2836,1007,16,401,,89.5,152.0,58.0,6310.0,Thursday,False,True,>10k
7007744171,2016-04-29,20067,3180,961,55,382,,93.9,145.0,63.0,6555.0,Friday,False,True,>10k
7007744171,2016-04-30,3761,2051,1240,0,200,,80.3,124.0,61.0,5225.0,Saturday,False,True,<5k
7007744171,2016-05-01,5600,2225,1142,0,237,58.0,85.0,128.0,57.0,4655.0,Sunday,False,True,5k-10k
7007744171,2016-05-02,13041,2642,1112,64,250,,86.1,147.0,58.0,5761.0,Monday,False,True,>10k
7007744171,2016-05-03,14510,2976,1021,58,330,,93.4,138.0,65.0,6039.0,Tuesday,False,True,>10k
7007744171,2016-05-04,0,1557,1440,0,0,,,,,,Wednesday,False,True,<5k
7007744171,2016-05-05,15010,2933,1047,53,317,,97.9,133.0,70.0,4825.0,Thursday,False,True,>10k
7007744171,2016-05-06,11459,2553,1136,44,247,,87.2,166.0,62.0,5880.0,Friday,False,True,>10k
7007744171,2016-05-07,0,120,111,0,0,,,,,,Saturday,False,True,<5k
7086361926,2016-04-12,11317,2772,745,59,153,514.0,,,,,Tuesday,False,True,>10k
7086361926,2016-04-13,5813,2516,744,31,155,451.0,,,,,Wednesday,False,True,5k-10k
7086361926,2016-04-14,9123,2734,787,35,189,472.0,,,,,Thursday,False,True,5k-10k
7086361926,2016-04-15,8585,2395,864,30,139,377.0,,,,,Friday,False,True,5k-10k
7086361926,2016-04-16,31,1635,1437,0,3,,,,,,Saturday,False,True,<5k
7086361926,2016-04-17,0,1629,1440,0,0,,,,,,Sunday,False,True,<5k
7086361926,2016-04-18,9827,2743,1136,61,114,,,,,,Monday,False,True,5k-10k
7086361926,2016-04-19,10688,2944,671,67,124,472.0,,,,,Tuesday,False,True,>10k
7086361926,2016-04-20,14365,2997,797,87,145,492.0,,,,,Wednesday,False,True,>10k
7086361926,2016-04-21,9469,2463,758,19,206,390.0,,,,,Thursday,False,True,5k-10k
7086361926,2016-04-22,9753,2846,762,58,153,428.0,,,,,Friday,False,True,5k-10k
7086361926,2016-04-23,2817,1965,1350,0,90,,,,,,Saturday,False,True,<5k
7086361926,2016-04-24,3520,2049,566,0,125,681.0,,,,,Sunday,False,True,<5k
7086361926,2016-04-25,10091,2752,706,69,129,446.0,,,,,Monday,False,True,>10k
7086361926,2016-04-26,10387,2781,726,70,132,485.0,,,,,Tuesday,False,True,>10k
7086361926,2016-04-27,11107,2693,829,55,145,469.0,,,,,Wednesday,False,True,>10k
7086361926,2016-04-28,11584,2862,810,54,161,354.0,,,,,Thursday,False,True,>10k
7086361926,2016-04-29,7881,2616,1198,24,182,,,,,,Friday,False,True,5k-10k
7086361926,2016-04-30,14560,2995,584,42,308,485.0,,,,,Saturday,False,True,>10k
7086361926,2016-05-01,12390,2730,685,30,258,388.0,,,,,Sunday,False,True,>10k
7086361926,2016-05-02,10052,2754,737,66,139,440.0,,,,,Monday,False,True,>10k
7086361926,2016-05-03,10288,2754,761,57,152,456.0,,,,,Tuesday,False,True,>10k
7086361926,2016-05-04,10988,2655,843,45,135,420.0,,,,,Wednesday,False,True,>10k
7086361926,2016-05-05,8564,2386,1253,24,149,,,,,,Thursday,False,True,5k-10k
7086361926,2016-05-06,12461,2924,834,84,154,322.0,,,,,Friday,False,True,>10k
7086361926,2016-05-07,12827,2739,621,20,209,530.0,,,,,Saturday,False,True,>10k
7086361926,2016-05-08,10677,2534,695,32,147,481.0,,,,,Sunday,False,True,>10k
7086361926,2016-05-09,13566,2960,743,67,171,427.0,,,,,Monday,False,True,>10k
7086361926,2016-05-10,14433,2800,1182,72,106,,,,,,Tuesday,False,True,>10k
7086361926,2016-05-11,9572,2735,757,57,128,451.0,,,,,Wednesday,False,True,5k-10k
7086361926,2016-05-12,3789,1199,343,5,58,444.0,,,,,Thursday,False,True,<5k
8053475328,2016-04-12,18060,3186,1193,116,123,,,,,,Tuesday,False,True,>10k
8053475328,2016-04-13,16433,3140,1177,95,156,,,,,,Wednesday,False,True,>10k
8053475328,2016-04-14,20159,3411,1123,119,193,,,,,,Thursday,False,True,>10k
8053475328,2016-04-15,20669,3410,1142,132,158,,,,,,Friday,False,True,>10k
8053475328,2016-04-16,14549,2867,1255,96,83,,,,,,Saturday,False,True,>10k
8053475328,2016-04-17,18827,3213,1113,111,195,,,,,,Sunday,False,True,>10k
8053475328,2016-04-18,17076,3133,1137,102,195,,,,,,Monday,False,True,>10k
8053475328,2016-04-19,15929,3114,1152,90,191,,,,,,Tuesday,False,True,>10k
8053475328,2016-04-20,15108,3043,695,89,158,486.0,,,,,Wednesday,False,True,>10k
8053475328,2016-04-21,16057,3103,1164,100,170,,,,,,Thursday,False,True,>10k
8053475328,2016-04-22,10520,2655,1260,60,117,,,,,,Friday,False,True,>10k
8053475328,2016-04-23,22359,3554,741,125,223,331.0,,,,,Saturday,False,True,>10k
8053475328,2016-04-24,22988,3577,1096,129,182,,,,,,Sunday,False,True,>10k
8053475328,2016-04-25,20500,3403,1104,118,209,,,,,,Monday,False,True,>10k
8053475328,2016-04-26,12685,2846,1182,68,185,,,,,,Tuesday,False,True,>10k
8053475328,2016-04-27,12422,2852,1187,60,183,,,,,,Wednesday,False,True,>10k
8053475328,2016-04-28,15447,3062,1188,90,153,,,,,,Thursday,False,True,>10k
8053475328,2016-04-29,12315,2794,1215,58,159,,,,,,Friday,False,True,>10k
8053475328,2016-04-30,7135,2408,1281,27,131,,,,,,Saturday,False,True,5k-10k
8053475328,2016-05-01,1170,1886,1389,0,51,,,,,,Sunday,False,True,<5k
8053475328,2016-05-02,1969,1988,1345,0,95,,,,,,Monday,False,True,<5k
8053475328,2016-05-03,15484,3023,1166,87,165,,,,,,Tuesday,False,True,>10k
8053475328,2016-05-04,14581,2918,1220,89,123,,,,,,Wednesday,False,True,>10k
8053475328,2016-05-05,14990,2950,1208,93,130,,,,,,Thursday,False,True,>10k
8053475328,2016-05-06,13953,2859,1245,90,90,,,,,,Friday,False,True,>10k
8053475328,2016-05-07,19769,3331,1076,121,148,74.0,,,,,Saturday,False,True,>10k
8053475328,2016-05-08,22026,3589,1073,125,228,,,,,,Sunday,False,True,>10k
8053475328,2016-05-09,12465,2765,1214,66,148,,,,,,Monday,False,True,>10k
8053475328,2016-05-10,14810,2926,1219,96,115,,,,,,Tuesday,False,True,>10k
8053475328,2016-05-11,12209,2809,1189,60,184,,,,,,Wednesday,False,True,>10k
8053475328,2016-05-12,4998,1505,839,28,39,,,,,,Thursday,False,True,<5k
8253242879,2016-04-12,9033,2044,1244,40,154,,,,,,Tuesday,False,True,5k-10k
8253242879,2016-04-13,8053,1935,1298,35,96,,,,,,Wednesday,False,True,5k-10k
8253242879,2016-04-14,5234,1705,1362,29,33,,,,,,Thursday,False,True,5k-10k
8253242879,2016-04-15,2672,1632,1335,0,105,,,,,,Friday,False,True,<5k
8253242879,2016-04-16,9256,1880,1268,6,115,,,,,,Saturday,False,True,5k-10k
8253242879,2016-04-17,10204,2112,1237,41,157,,,,,,Sunday,False,True,>10k
8253242879,2016-04-18,5151,1829,1278,16,130,,,,,,Monday,False,True,5k-10k
8253242879,2016-04-19,4212,1763,1276,0,164,,,,,,Tuesday,False,True,<5k
8253242879,2016-04-20,6466,1931,1201,5,216,,,,,,Wednesday,False,True,5k-10k
8253242879,2016-04-21,11268,2218,1199,49,172,,,,,,Thursday,False,True,>10k
8253242879,2016-04-22,2824,1651,1320,0,120,,,,,,Friday,False,True,<5k
8253242879,2016-04-23,9282,2132,1193,30,191,,,,,,Saturday,False,True,5k-10k
8253242879,2016-04-24,8905,1976,1313,41,82,,,,,,Sunday,False,True,5k-10k
8253242879,2016-04-25,6829,1909,1261,7,118,,,,,,Monday,False,True,5k-10k
8253242879,2016-04-26,4562,1813,1299,19,108,,,,,,Tuesday,False,True,<5k
8253242879,2016-04-27,10232,2008,1286,45,104,,,,,,Wednesday,False,True,>10k
8253242879,2016-04-28,2718,1580,1393,11,20,,,,,,Thursday,False,True,<5k
8253242879,2016-04-29,6260,1854,1257,16,136,,,,,,Friday,False,True,5k-10k
8253242879,2016-04-30,0,0,1440,0,0,,,,,,Saturday,False,True,<5k
8378563200,2016-04-12,7626,3635,723,65,156,338.0,,,,,Tuesday,False,True,5k-10k
8378563200,2016-04-13,12386,4079,680,116,169,447.0,,,,,Wednesday,False,True,>10k
8378563200,2016-04-14,13318,4163,699,123,174,424.0,,,,,Thursday,False,True,>10k
8378563200,2016-04-15,14461,3666,729,60,190,513.0,,,,,Friday,False,True,>10k
8378563200,2016-04-16,11207,3363,563,64,142,611.0,,,,,Saturday,False,True,>10k
8378563200,2016-04-17,2132,2572,599,0,93,525.0,,,,,Sunday,False,True,<5k
8378563200,2016-04-18,13630,4157,720,117,174,398.0,,,,,Monday,False,True,>10k
8378563200,2016-04-19,13070,4092,737,120,154,387.0,,,,,Tuesday,False,True,>10k
8378563200,2016-04-20,9388,3787,763,82,169,381.0,,,,,Wednesday,False,True,5k-10k
8378563200,2016-04-21,15148,4236,677,137,145,396.0,,,,,Thursday,False,True,>10k
8378563200,2016-04-22,12200,4044,769,113,159,441.0,,,,,Friday,False,True,>10k
8378563200,2016-04-23,5709,2908,740,19,136,565.0,,,,,Saturday,False,True,5k-10k
8378563200,2016-04-24,3703,2741,734,0,135,458.0,,,,,Sunday,False,True,<5k
8378563200,2016-04-25,12405,4005,692,117,141,388.0,,,,,Monday,False,True,>10k
8378563200,2016-04-26,16208,3763,593,90,161,550.0,,,,,Tuesday,False,True,>10k
8378563200,2016-04-27,7359,3061,676,4,192,531.0,,,,,Wednesday,False,True,5k-10k
8378563200,2016-04-28,5417,2884,711,11,139,506.0,,,,,Thursday,False,True,5k-10k
8378563200,2016-04-29,6175,2982,767,3,172,527.0,,,,,Friday,False,True,5k-10k
8378563200,2016-04-30,2946,2660,780,0,121,468.0,,,,,Saturday,False,True,<5k
8378563200,2016-05-01,11419,3369,669,71,127,475.0,,,,,Sunday,False,True,>10k
8378563200,2016-05-02,6064,3491,802,63,142,351.0,,,,,Monday,False,True,5k-10k
8378563200,2016-05-03,8712,3784,822,71,195,405.0,,,,,Tuesday,False,True,5k-10k
8378563200,2016-05-04,7875,3110,680,19,167,441.0,,,,,Wednesday,False,True,5k-10k
8378563200,2016-05-05,8567,3783,764,66,214,381.0,,,,,Thursday,False,True,5k-10k
8378563200,2016-05-06,7045,3644,831,74,166,323.0,,,,,Friday,False,True,5k-10k
8378563200,2016-05-07,4468,2799,851,0,158,459.0,,,,,Saturday,False,True,<5k
8378563200,2016-05-08,2943,2685,621,0,139,545.0,,,,,Sunday,False,True,<5k
8378563200,2016-05-09,8382,3721,772,71,171,359.0,,,,,Monday,False,True,5k-10k
8378563200,2016-05-10,6582,3586,840,63,152,342.0,,,,,Tuesday,False,True,5k-10k
8378563200,2016-05-11,9143,3788,763,72,184,368.0,,,,,Wednesday,False,True,5k-10k
8378563200,2016-05-12,4561,1976,433,8,102,496.0,,,,,Thursday,False,True,<5k
8583815059,2016-04-12,5014,2650,1237,0,196,,,,,,Tuesday,False,True,5k-10k
8583815059,2016-04-13,5571,2654,1252,2,163,,,,,,Wednesday,False,True,5k-10k
8583815059,2016-04-14,3135,2443,1306,0,134,,,,,,Thursday,False,True,<5k
8583815059,2016-04-15,3430,2505,1375,0,65,,,,,,Friday,False,True,<5k
8583815059,2016-04-16,5319,2693,1440,0,0,,,,,,Saturday,False,True,5k-10k
8583815059,2016-04-17,3008,2439,1440,0,0,,,,,,Sunday,False,True,<5k
8583815059,2016-04-18,3864,2536,1309,4,105,,,,,,Monday,False,True,<5k
8583815059,2016-04-19,5697,2668,1257,7,166,,,,,,Tuesday,False,True,5k-10k
8583815059,2016-04-20,5273,2647,1246,0,167,,,,,,Wednesday,False,True,5k-10k
8583815059,2016-04-21,8538,2883,1229,35,158,,,,,,Thursday,False,True,5k-10k
8583815059,2016-04-22,8687,2944,1170,4,212,,,,,,Friday,False,True,5k-10k
8583815059,2016-04-23,9423,3012,1151,7,238,,,,,,Saturday,False,True,5k-10k
8583815059,2016-04-24,8286,2889,1188,2,206,,,,,,Sunday,False,True,5k-10k
8583815059,2016-04-25,4503,2547,1294,18,122,,,,,,Monday,False,True,<5k
8583815059,2016-04-26,10499,3093,1134,1,214,,,,,,Tuesday,False,True,>10k
8583815059,2016-04-27,12474,3142,1229,77,129,,,,,,Wednesday,False,True,>10k
8583815059,2016-04-28,6174,2757,1209,0,203,,,,,,Thursday,False,True,5k-10k
8583815059,2016-04-29,15168,3513,1069,46,258,,,,,,Friday,False,True,>10k
8583815059,2016-04-30,10085,3164,1093,2,317,,,,,,Saturday,False,True,>10k
8583815059,2016-05-01,4512,2596,1311,10,117,,,,,,Sunday,False,True,<5k
8583815059,2016-05-02,8469,2894,1440,0,0,,,,,,Monday,False,True,5k-10k
8583815059,2016-05-03,12015,3212,1440,0,0,,,,,,Tuesday,False,True,>10k
8583815059,2016-05-04,3588,2516,1440,0,0,,,,,,Wednesday,False,True,<5k
8583815059,2016-05-05,12427,3266,1370,0,70,,,,,,Thursday,False,True,>10k
8583815059,2016-05-06,5843,2683,1250,2,166,,,,,,Friday,False,True,5k-10k
8583815059,2016-05-07,6117,2810,1190,0,250,,,,,,Saturday,False,True,5k-10k
8583815059,2016-05-08,9217,2940,1183,3,182,,,,,,Sunday,False,True,5k-10k
8583815059,2016-05-09,9877,2947,1260,66,110,,,,,,Monday,False,True,5k-10k
8583815059,2016-05-10,8240,2846,1226,9,162,,,,,,Tuesday,False,True,5k-10k
8583815059,2016-05-11,8701,2804,1106,5,177,,,,,,Wednesday,False,True,5k-10k
8583815059,2016-05-12,0,0,1440,0,0,,,,,,Thursday,False,True,<5k
8792009665,2016-04-12,2564,2044,831,0,116,458.0,68.9,135.0,48.0,7587.0,Tuesday,False,True,<5k
8792009665,2016-04-13,1320,1934,806,0,82,531.0,68.5,121.0,43.0,8044.0,Wednesday,False,True,<5k
8792009665,2016-04-14,1219,1963,853,0,84,486.0,69.1,124.0,46.0,7461.0,Thursday,False,True,<5k
8792009665,2016-04-15,2483,2009,937,0,126,363.0,66.9,116.0,49.0,3605.0,Friday,False,True,<5k
8792009665,2016-04-16,244,1721,1428,0,12,,,,,,Saturday,False,True,<5k
8792009665,2016-04-17,0,1688,1440,0,0,,,,,,Sunday,False,True,<5k
8792009665,2016-04-18,0,1688,1440,0,0,,,,,,Monday,False,True,<5k
8792009665,2016-04-19,0,1688,1440,0,0,,,,,,Tuesday,False,True,<5k
8792009665,2016-04-20,3147,2188,744,0,139,528.0,69.6,120.0,44.0,7765.0,Wednesday,False,True,<5k
8792009665,2016-04-21,144,1720,1431,0,9,,80.8,108.0,66.0,184.0,Thursday,False,True,<5k
8792009665,2016-04-22,4068,2419,817,1,195,391.0,70.3,131.0,44.0,8429.0,Friday,False,True,<5k
8792009665,2016-04-23,5245,2748,795,8,232,339.0,77.8,141.0,48.0,9095.0,Saturday,False,True,5k-10k
8792009665,2016-04-24,400,1799,1410,3,19,,76.0,120.0,55.0,673.0,Sunday,False,True,<5k
8792009665,2016-04-25,0,1688,1440,0,0,,,,,,Monday,False,True,<5k
8792009665,2016-04-26,1321,1928,1360,0,80,,69.8,114.0,54.0,5348.0,Tuesday,False,True,<5k
8792009665,2016-04-27,1758,2067,900,0,112,423.0,68.8,132.0,43.0,8406.0,Wednesday,False,True,<5k
8792009665,2016-04-28,6157,2780,714,0,310,402.0,76.7,134.0,44.0,9374.0,Thursday,False,True,5k-10k
8792009665,2016-04-29,8360,3101,634,6,380,398.0,80.9,158.0,48.0,8907.0,Friday,False,True,5k-10k
8792009665,2016-04-30,7174,2896,749,10,301,343.0,81.5,132.0,48.0,9022.0,Saturday,False,True,5k-10k
8792009665,2016-05-01,1619,1962,834,0,79,503.0,67.8,123.0,43.0,8613.0,Sunday,False,True,<5k
8792009665,2016-05-02,1831,2015,916,0,101,415.0,67.4,129.0,45.0,8217.0,Monday,False,True,<5k
8792009665,2016-05-03,2421,2297,739,0,156,516.0,74.4,119.0,45.0,8496.0,Tuesday,False,True,<5k
8792009665,2016-05-04,2283,2067,848,0,129,439.0,75.0,114.0,51.0,3615.0,Wednesday,False,True,<5k
8792009665,2016-05-05,0,1688,1440,0,0,,,,,,Thursday,False,True,<5k
8792009665,2016-05-06,0,1688,1440,0,0,,,,,,Friday,False,True,<5k
8792009665,2016-05-07,0,1688,1440,0,0,,,,,,Saturday,False,True,<5k
8792009665,2016-05-08,0,1688,1440,0,0,,,,,,Sunday,False,True,<5k
8792009665,2016-05-09,0,1688,1440,0,0,,,,,,Monday,False,True,<5k
8792009665,2016-05-10,0,57,48,0,0,,,,,,Tuesday,False,True,<5k
8877689391,2016-04-12,23186,3921,1036,85,312,,86.5,164.0,47.0,8280.0,Tuesday,False,True,>10k
8877689391,2016-04-13,15337,3566,1098,108,216,,84.7,160.0,50.0,8577.0,Wednesday,False,True,>10k
8877689391,2016-04-14,21129,3793,1061,68,298,,85.3,169.0,50.0,8096.0,Thursday,False,True,>10k
8877689391,2016-04-15,13422,3934,1052,106,281,,91.9,165.0,48.0,9743.0,Friday,False,True,>10k
8877689391,2016-04-16,29326,4547,888,94,429,,92.1,172.0,54.0,8431.0,Saturday,False,True,>10k
8877689391,2016-04-17,15118,3545,1060,58,307,,87.9,167.0,51.0,8071.0,Sunday,False,True,>10k
8877689391,2016-04-18,11423,2761,1215,29,191,,66.0,139.0,48.0,6542.0,Monday,False,True,>10k
8877689391,2016-04-19,18785,3676,1131,82,214,,86.6,178.0,49.0,7877.0,Tuesday,False,True,>10k
8877689391,2016-04-20,19948,3679,1123,73,225,,85.5,173.0,51.0,7807.0,Wednesday,False,True,>10k
8877689391,2016-04-21,19377,3659,1119,82,226,,87.1,170.0,53.0,7582.0,Thursday,False,True,>10k
8877689391,2016-04-22,18258,3427,1141,61,236,,82.8,163.0,47.0,7885.0,Friday,False,True,>10k
8877689391,2016-04-23,11200,3891,1032,102,300,,93.9,165.0,53.0,9225.0,Saturday,False,True,>10k
8877689391,2016-04-24,16674,3455,1148,64,227,,87.3,171.0,51.0,7100.0,Sunday,False,True,>10k
8877689391,2016-04-25,12986,3802,1101,113,218,,89.8,176.0,49.0,9312.0,Monday,False,True,>10k
8877689391,2016-04-26,11101,2860,1157,22,258,,67.6,125.0,49.0,7066.0,Tuesday,False,True,>10k
8877689391,2016-04-27,23629,3808,1104,93,235,,84.8,163.0,46.0,7991.0,Wednesday,False,True,>10k
8877689391,2016-04-28,14890,3060,1143,58,231,,66.8,153.0,47.0,6847.0,Thursday,False,True,>10k
8877689391,2016-04-29,9733,2698,1207,18,210,,64.5,131.0,47.0,6974.0,Friday,False,True,5k-10k
8877689391,2016-04-30,27745,4398,1089,124,223,,102.2,170.0,49.0,8066.0,Saturday,False,True,>10k
8877689391,2016-05-01,10930,2786,1226,36,166,,70.7,145.0,48.0,5983.0,Sunday,False,True,>10k
8877689391,2016-05-02,4790,2189,1335,0,105,,65.9,108.0,47.0,2928.0,Monday,False,True,<5k
8877689391,2016-05-03,10818,2817,1189,19,229,,67.5,150.0,48.0,7133.0,Tuesday,False,True,>10k
8877689391,2016-05-04,18193,3477,1154,66,212,,88.4,168.0,56.0,7191.0,Wednesday,False,True,>10k
8877689391,2016-05-05,14055,3052,1170,67,188,,72.9,142.0,53.0,6092.0,Thursday,False,True,>10k
8877689391,2016-05-06,21727,4015,1095,96,232,,92.8,177.0,47.0,7662.0,Friday,False,True,>10k
8877689391,2016-05-07,12332,4142,1036,105,271,,101.0,166.0,56.0,8699.0,Saturday,False,True,>10k
8877689391,2016-05-08,10686,2847,1174,17,245,,72.6,137.0,54.0,6403.0,Sunday,False,True,>10k
8877689391,2016-05-09,20226,3710,1131,73,217,,89.6,176.0,51.0,7612.0,Monday,False,True,>10k
8877689391,2016-05-10,10733,2832,1187,18,224,,71.5,141.0,50.0,6242.0,Tuesday,False,True,>10k
8877689391,2016-05-11,21420,3832,1127,88,213,,89.1,180.0,48.0,7913.0,Wednesday,False,True,>10k
8877689391,2016-05-12,8064,1849,770,23,137,,71.1,122.0,53.0,3511.0,Thursday,False,True,5k-10k
